时间	设备名称	Bx*	By*	Bz*	B	角度	Bx	By	Bz
 15:59:58.061	COM10_9600_00	-0.013	0.052	-0.104	0.12	116.5	0.052	0.104	-0.013
 15:59:58.214	COM10_9600_00	0.039	0.039	-0.091	0.11	108.4	0.039	0.091	0.039
 15:59:58.367	COM10_9600_00	0.039	0.039	-0.117	0.13	45	0.039	0.117	0.039
 15:59:58.520	COM10_9600_00	0.039	0.052	-0.117	0.13	53.1	0.052	0.117	0.039
 15:59:58.673	COM10_9600_00	-0.026	0.026	-0.117	0.12	33.6	0.026	0.117	-0.026
 15:59:58.827	COM10_9600_00	0	0.013	-0.13	0.13	153.4	0.013	0.13	0
 15:59:58.979	COM10_9600_00	0	0.078	-0.117	0.14	90	0.078	0.117	0
 15:59:59.131	COM10_9600_00	-0.052	-0.026	-0.091	0.11	-90	-0.026	0.091	-0.052
 15:59:59.284	COM10_9600_00	0.039	0.026	-0.13	0.14	153.4	0.026	0.13	0.039
 15:59:59.437	COM10_9600_00	0	0	-0.117	0.12	0	0	0.117	0
 15:59:59.590	COM10_9600_00	-0.052	0.013	-0.117	0.13	90	0.013	0.117	-0.052
 15:59:59.744	COM10_9600_00	0.013	0.065	-0.091	0.11	128.6	0.065	0.091	0.013
 15:59:59.896	COM10_9600_00	-0.039	0.026	-0.156	0.16	63.4	0.026	0.156	-0.039
 16:00:00.049	COM10_9600_00	-0.052	0.026	-0.117	0.13	146.3	0.026	0.117	-0.052
 16:00:00.200	COM10_9600_00	-0.013	0.026	-0.117	0.12	153.4	0.026	0.117	-0.013
 16:00:00.352	COM10_9600_00	-0.039	0.104	-0.13	0.17	97.1	0.104	0.13	-0.039
 16:00:00.505	COM10_9600_00	-0.039	0	-0.104	0.11	180	0	0.104	-0.039
 16:00:00.658	COM10_9600_00	-0.039	0.026	-0.078	0.09	146.3	0.026	0.078	-0.039
 16:00:00.810	COM10_9600_00	-0.052	0.039	-0.13	0.15	135	0.039	0.13	-0.052
 16:00:00.963	COM10_9600_00	-0.013	0.026	-0.117	0.12	153.4	0.026	0.117	-0.013
 16:00:01.113	COM10_9600_00	-0.065	0.013	-0.13	0.15	135	0.013	0.13	-0.065
 16:00:01.266	COM10_9600_00	-0.026	-0.039	-0.13	0.14	-149	-0.039	0.13	-0.026
 16:00:01.418	COM10_9600_00	-0.039	-0.026	-0.13	0.14	-135	-0.026	0.13	-0.039
 16:00:01.570	COM10_9600_00	-0.052	0.013	-0.078	0.09	161.5	0.013	0.078	-0.052
 16:00:01.722	COM10_9600_00	-0.052	0.078	-0.104	0.14	123.6	0.078	0.104	-0.052
 16:00:01.874	COM10_9600_00	-0.013	0.013	-0.091	0.09	165.9	0.013	0.091	-0.013
 16:00:02.027	COM10_9600_00	-0.052	0.013	-0.104	0.12	135	0.013	0.104	-0.052
 16:00:02.178	COM10_9600_00	0.026	0.013	-0.13	0.13	165.9	0.013	0.13	0.026
 16:00:02.331	COM10_9600_00	-0.052	0	-0.104	0.12	0	0	0.104	-0.052
 16:00:02.484	COM10_9600_00	-0.013	0	-0.13	0.13	180	0	0.13	-0.013
 16:00:02.637	COM10_9600_00	-0.065	0	-0.117	0.13	180	0	0.117	-0.065
 16:00:02.791	COM10_9600_00	-0.013	0.065	-0.117	0.13	135	0.065	0.117	-0.013
 16:00:02.944	COM10_9600_00	0.039	0.013	-0.104	0.11	135	0.013	0.104	0.039
 16:00:03.097	COM10_9600_00	-0.052	0.039	-0.104	0.12	45	0.039	0.104	-0.052
 16:00:03.249	COM10_9600_00	-0.013	0	-0.078	0.08	180	0	0.078	-0.013
 16:00:03.401	COM10_9600_00	0.013	0	-0.143	0.14	180	0	0.143	0.013
 16:00:03.554	COM10_9600_00	0	0.039	-0.169	0.17	71.5	0.039	0.169	0
 16:00:03.707	COM10_9600_00	-0.026	0	-0.117	0.12	0	0	0.117	-0.026
 16:00:03.858	COM10_9600_00	-0.078	0.039	-0.13	0.16	123.6	0.039	0.13	-0.078
 16:00:04.011	COM10_9600_00	-0.039	0.026	-0.156	0.16	161.5	0.026	0.156	-0.039
 16:00:04.165	COM10_9600_00	-0.052	0.078	-0.13	0.16	116.5	0.078	0.13	-0.052
 16:00:04.318	COM10_9600_00	-0.13	0.026	-0.221	0.26	153.4	0.026	0.221	-0.13
 16:00:04.470	COM10_9600_00	-0.156	0.026	-0.156	0.22	168.6	0.026	0.156	-0.156
 16:00:04.622	COM10_9600_00	-0.169	0.026	-0.221	0.28	170.5	0.026	0.221	-0.169
 16:00:04.774	COM10_9600_00	-0.182	0.052	-0.195	0.27	162.8	0.052	0.195	-0.182
 16:00:04.927	COM10_9600_00	-0.221	0	-0.195	0.29	180	0	0.195	-0.221
 16:00:05.080	COM10_9600_00	-0.273	0.091	-0.234	0.37	157.6	0.091	0.234	-0.273
 16:00:05.233	COM10_9600_00	-0.286	0.065	-0.234	0.38	166.6	0.065	0.234	-0.286
 16:00:05.387	COM10_9600_00	-0.312	0.117	-0.247	0.41	157.7	0.117	0.247	-0.312
 16:00:05.540	COM10_9600_00	-0.403	0.117	-0.247	0.49	159.4	0.117	0.247	-0.403
 16:00:05.694	COM10_9600_00	-0.416	0.078	-0.286	0.51	169	0.078	0.286	-0.416
 16:00:05.848	COM10_9600_00	-0.455	0.13	-0.312	0.57	162.6	0.13	0.312	-0.455
 16:00:06.002	COM10_9600_00	-0.468	0.143	-0.286	0.57	162.5	0.143	0.286	-0.468
 16:00:06.154	COM10_9600_00	-0.559	0.143	-0.325	0.66	163	0.143	0.325	-0.559
 16:00:06.307	COM10_9600_00	-0.572	0.182	-0.312	0.68	161.9	0.182	0.312	-0.572
 16:00:06.459	COM10_9600_00	-0.624	0.208	-0.39	0.76	160	0.208	0.39	-0.624
 16:00:06.613	COM10_9600_00	-0.65	0.26	-0.338	0.78	157.3	0.26	0.338	-0.65
 16:00:06.768	COM10_9600_00	-0.702	0.325	-0.351	0.85	153.4	0.325	0.351	-0.702
 16:00:06.919	COM10_9600_00	-0.767	0.26	-0.312	0.87	159.6	0.26	0.312	-0.767
 16:00:07.072	COM10_9600_00	-0.806	0.325	-0.442	0.98	157	0.325	0.442	-0.806
 16:00:07.228	COM10_9600_00	-0.845	0.325	-0.377	0.98	158	0.325	0.377	-0.845
 16:00:07.382	COM10_9600_00	-0.988	0.429	-0.364	1.14	153	0.429	0.364	-0.988
 16:00:07.534	COM10_9600_00	-1.001	0.468	-0.351	1.16	154.6	0.468	0.351	-1.001
 16:00:07.687	COM10_9600_00	-1.066	0.455	-0.364	1.21	155.5	0.455	0.364	-1.066
 16:00:07.840	COM10_9600_00	-1.144	0.546	-0.468	1.35	152.8	0.546	0.468	-1.144
 16:00:07.992	COM10_9600_00	-1.183	0.546	-0.403	1.36	154.4	0.546	0.403	-1.183
 16:00:08.145	COM10_9600_00	-1.222	0.663	-0.403	1.45	150.7	0.663	0.403	-1.222
 16:00:08.298	COM10_9600_00	-1.339	0.715	-0.429	1.58	149.6	0.715	0.429	-1.339
 16:00:08.450	COM10_9600_00	-1.378	0.663	-0.468	1.6	153.6	0.663	0.468	-1.378
 16:00:08.602	COM10_9600_00	-1.378	0.78	-0.481	1.65	150.4	0.78	0.481	-1.378
 16:00:08.755	COM10_9600_00	-1.599	0.819	-0.481	1.86	149.2	0.819	0.481	-1.599
 16:00:08.908	COM10_9600_00	-1.573	0.806	-0.481	1.83	153.2	0.806	0.481	-1.573
 16:00:09.061	COM10_9600_00	-1.638	0.923	-0.481	1.94	149.5	0.923	0.481	-1.638
 16:00:09.213	COM10_9600_00	-1.677	0.936	-0.507	1.99	150.2	0.936	0.507	-1.677
 16:00:09.366	COM10_9600_00	-1.755	1.027	-0.559	2.11	148.5	1.027	0.559	-1.755
 16:00:09.518	COM10_9600_00	-1.924	1.118	-0.52	2.29	147.5	1.118	0.52	-1.924
 16:00:09.672	COM10_9600_00	-1.95	1.131	-0.585	2.33	149.5	1.131	0.585	-1.95
 16:00:09.824	COM10_9600_00	-2.054	1.222	-0.533	2.45	147.9	1.222	0.533	-2.054
 16:00:09.978	COM10_9600_00	-2.041	1.261	-0.585	2.47	148.4	1.261	0.585	-2.041
 16:00:10.129	COM10_9600_00	-2.106	1.365	-0.598	2.58	146.2	1.365	0.598	-2.106
 16:00:10.282	COM10_9600_00	-2.158	1.469	-0.611	2.68	145.1	1.469	0.611	-2.158
 16:00:10.435	COM10_9600_00	-2.223	1.547	-0.598	2.77	144.3	1.547	0.598	-2.223
 16:00:10.587	COM10_9600_00	-2.34	1.599	-0.637	2.9	144.2	1.599	0.637	-2.34
 16:00:10.740	COM10_9600_00	-2.405	1.69	-0.65	3.01	144.1	1.69	0.65	-2.405
 16:00:10.891	COM10_9600_00	-2.47	1.768	-0.663	3.11	143.6	1.768	0.663	-2.47
 16:00:11.043	COM10_9600_00	-2.574	1.82	-0.637	3.22	143.6	1.82	0.637	-2.574
 16:00:11.195	COM10_9600_00	-2.652	1.911	-0.624	3.33	143.4	1.911	0.624	-2.652
 16:00:11.347	COM10_9600_00	-2.626	2.054	-0.663	3.4	142.2	2.054	0.663	-2.626
 16:00:11.499	COM10_9600_00	-2.743	2.106	-0.676	3.52	141.2	2.106	0.676	-2.743
 16:00:11.650	COM10_9600_00	-2.821	2.262	-0.715	3.69	140.4	2.262	0.715	-2.821
 16:00:11.802	COM10_9600_00	-2.938	2.34	-0.702	3.82	140.3	2.34	0.702	-2.938
 16:00:11.954	COM10_9600_00	-2.951	2.353	-0.715	3.84	141.3	2.353	0.715	-2.951
 16:00:12.109	COM10_9600_00	-3.003	2.496	-0.754	3.98	139.7	2.496	0.754	-3.003
 16:00:12.260	COM10_9600_00	-3.12	2.6	-0.741	4.13	139.1	2.6	0.741	-3.12
 16:00:12.411	COM10_9600_00	-3.159	2.73	-0.767	4.25	138.8	2.73	0.767	-3.159
 16:00:12.563	COM10_9600_00	-3.224	2.86	-0.78	4.38	137.8	2.86	0.78	-3.224
 16:00:12.714	COM10_9600_00	-3.315	2.873	-0.767	4.45	138.2	2.873	0.767	-3.315
 16:00:12.867	COM10_9600_00	-3.341	3.016	-0.832	4.58	137.7	3.016	0.832	-3.341
 16:00:13.019	COM10_9600_00	-3.432	3.159	-0.819	4.74	136.6	3.159	0.819	-3.432
 16:00:13.172	COM10_9600_00	-3.419	3.289	-0.832	4.82	136.2	3.289	0.832	-3.419
 16:00:13.326	COM10_9600_00	-3.432	3.276	-0.819	4.81	136.2	3.276	0.819	-3.432
 16:00:13.479	COM10_9600_00	-3.419	3.224	-0.819	4.77	136.7	3.224	0.819	-3.419
 16:00:13.631	COM10_9600_00	-3.445	3.185	-0.832	4.76	137	3.185	0.832	-3.445
 16:00:13.783	COM10_9600_00	-3.458	3.25	-0.793	4.81	136.6	3.25	0.793	-3.458
 16:00:13.935	COM10_9600_00	-3.445	3.25	-0.793	4.8	136.7	3.25	0.793	-3.445
 16:00:14.087	COM10_9600_00	-3.419	3.276	-0.832	4.81	136.4	3.276	0.832	-3.419
 16:00:14.239	COM10_9600_00	-3.393	3.263	-0.832	4.78	136.3	3.263	0.832	-3.393
 16:00:14.394	COM10_9600_00	-3.406	3.276	-0.819	4.8	136	3.276	0.819	-3.406
 16:00:14.547	COM10_9600_00	-3.406	3.237	-0.819	4.77	136.4	3.237	0.819	-3.406
 16:00:14.700	COM10_9600_00	-3.445	3.315	-0.845	4.86	135.7	3.315	0.845	-3.445
 16:00:14.854	COM10_9600_00	-3.419	3.263	-0.78	4.79	136.5	3.263	0.78	-3.419
 16:00:15.006	COM10_9600_00	-3.406	3.25	-0.806	4.78	136.4	3.25	0.806	-3.406
 16:00:15.160	COM10_9600_00	-3.38	3.263	-0.806	4.77	136.2	3.263	0.806	-3.38
 16:00:15.313	COM10_9600_00	-3.445	3.263	-0.832	4.82	136	3.263	0.832	-3.445
 16:00:15.466	COM10_9600_00	-3.419	3.25	-0.819	4.79	136.6	3.25	0.819	-3.419
 16:00:15.618	COM10_9600_00	-3.458	3.237	-0.806	4.8	136.5	3.237	0.806	-3.458
 16:00:15.771	COM10_9600_00	-3.445	3.289	-0.819	4.83	136.4	3.289	0.819	-3.445
 16:00:15.923	COM10_9600_00	-3.419	3.276	-0.858	4.81	136.4	3.276	0.858	-3.419
 16:00:16.076	COM10_9600_00	-3.445	3.263	-0.767	4.81	136.3	3.263	0.767	-3.445
 16:00:16.230	COM10_9600_00	-3.406	3.276	-0.832	4.8	136.4	3.276	0.832	-3.406
 16:00:16.382	COM10_9600_00	-3.458	3.263	-0.832	4.83	136.2	3.263	0.832	-3.458
 16:00:16.534	COM10_9600_00	-3.458	3.263	-0.819	4.82	136.6	3.263	0.819	-3.458
 16:00:16.688	COM10_9600_00	-3.458	3.237	-0.806	4.8	136.8	3.237	0.806	-3.458
 16:00:16.841	COM10_9600_00	-3.458	3.328	-0.845	4.87	136	3.328	0.845	-3.458
 16:00:16.995	COM10_9600_00	-3.445	3.237	-0.819	4.8	136.8	3.237	0.819	-3.445
 16:00:17.150	COM10_9600_00	-3.445	3.198	-0.806	4.77	137.1	3.198	0.806	-3.445
 16:00:17.303	COM10_9600_00	-3.484	3.302	-0.832	4.87	136.2	3.302	0.832	-3.484
 16:00:17.456	COM10_9600_00	-3.419	3.263	-0.845	4.8	136.8	3.263	0.845	-3.419
 16:00:17.609	COM10_9600_00	-3.432	3.263	-0.793	4.8	136.3	3.263	0.793	-3.432
 16:00:17.763	COM10_9600_00	-3.393	3.289	-0.806	4.79	136.2	3.289	0.806	-3.393
 16:00:17.915	COM10_9600_00	-3.38	3.198	-0.806	4.72	136.6	3.198	0.806	-3.38
 16:00:18.069	COM10_9600_00	-3.393	3.25	-0.858	4.78	136.1	3.25	0.858	-3.393
 16:00:18.221	COM10_9600_00	-3.25	3.263	-0.91	4.69	136.1	3.263	0.91	-3.25
 16:00:18.374	COM10_9600_00	-3.172	3.302	-0.819	4.65	134.5	3.302	0.819	-3.172
 16:00:18.527	COM10_9600_00	-3.029	3.341	-0.806	4.58	133.5	3.341	0.806	-3.029
 16:00:18.678	COM10_9600_00	-2.912	3.289	-0.78	4.46	132.6	3.289	0.78	-2.912
 16:00:18.830	COM10_9600_00	-2.821	3.38	-0.806	4.48	130.7	3.38	0.806	-2.821
 16:00:18.983	COM10_9600_00	-2.678	3.302	-0.767	4.32	130.5	3.302	0.767	-2.678
 16:00:19.134	COM10_9600_00	-2.587	3.341	-0.793	4.3	128.7	3.341	0.793	-2.587
 16:00:19.288	COM10_9600_00	-2.483	3.341	-0.767	4.23	127.7	3.341	0.767	-2.483
 16:00:19.442	COM10_9600_00	-2.314	3.315	-0.754	4.11	126.8	3.315	0.754	-2.314
 16:00:19.594	COM10_9600_00	-2.275	3.367	-0.767	4.14	124.4	3.367	0.767	-2.275
 16:00:19.747	COM10_9600_00	-2.106	3.25	-0.767	3.95	124.9	3.25	0.767	-2.106
 16:00:19.900	COM10_9600_00	-2.028	3.263	-0.78	3.92	122.8	3.263	0.78	-2.028
 16:00:20.053	COM10_9600_00	-1.885	3.276	-0.78	3.86	121.7	3.276	0.78	-1.885
 16:00:20.206	COM10_9600_00	-1.781	3.146	-0.767	3.7	120.9	3.146	0.767	-1.781
 16:00:20.360	COM10_9600_00	-1.69	3.185	-0.767	3.69	119.2	3.185	0.767	-1.69
 16:00:20.513	COM10_9600_00	-1.56	3.133	-0.741	3.58	118.3	3.133	0.741	-1.56
 16:00:20.665	COM10_9600_00	-1.456	3.12	-0.728	3.52	116.5	3.12	0.728	-1.456
 16:00:20.819	COM10_9600_00	-1.365	3.042	-0.728	3.41	115.5	3.042	0.728	-1.365
 16:00:20.973	COM10_9600_00	-1.261	3.042	-0.728	3.37	114.1	3.042	0.728	-1.261
 16:00:21.126	COM10_9600_00	-1.157	2.951	-0.767	3.26	113.1	2.951	0.767	-1.157
 16:00:21.278	COM10_9600_00	-1.027	2.886	-0.741	3.15	111.8	2.886	0.741	-1.027
 16:00:21.430	COM10_9600_00	-0.962	2.886	-0.728	3.13	109.5	2.886	0.728	-0.962
 16:00:21.584	COM10_9600_00	-0.845	2.756	-0.767	2.98	109.2	2.756	0.767	-0.845
 16:00:21.737	COM10_9600_00	-0.754	2.73	-0.702	2.92	107.1	2.73	0.702	-0.754
 16:00:21.888	COM10_9600_00	-0.65	2.678	-0.689	2.84	105.7	2.678	0.689	-0.65
 16:00:22.039	COM10_9600_00	-0.533	2.574	-0.728	2.73	104.1	2.574	0.728	-0.533
 16:00:22.191	COM10_9600_00	-0.481	2.522	-0.728	2.67	101.9	2.522	0.728	-0.481
 16:00:22.345	COM10_9600_00	-0.403	2.457	-0.728	2.59	101	2.457	0.728	-0.403
 16:00:22.498	COM10_9600_00	-0.299	2.392	-0.715	2.51	99.5	2.392	0.715	-0.299
 16:00:22.649	COM10_9600_00	-0.195	2.301	-0.741	2.43	97.4	2.301	0.741	-0.195
 16:00:22.801	COM10_9600_00	-0.091	2.184	-0.741	2.31	95.1	2.184	0.741	-0.091
 16:00:22.954	COM10_9600_00	-0.078	2.067	-0.689	2.18	92.5	2.067	0.689	-0.078
 16:00:23.106	COM10_9600_00	-0.091	2.08	-0.715	2.2	92.1	2.08	0.715	-0.091
 16:00:23.259	COM10_9600_00	-0.026	2.067	-0.715	2.19	92.5	2.067	0.715	-0.026
 16:00:23.412	COM10_9600_00	-0.091	2.106	-0.728	2.23	90.7	2.106	0.728	-0.091
 16:00:23.565	COM10_9600_00	-0.104	2.067	-0.741	2.2	92.5	2.067	0.741	-0.104
 16:00:23.718	COM10_9600_00	-0.039	2.041	-0.728	2.17	92.9	2.041	0.728	-0.039
 16:00:23.870	COM10_9600_00	-0.143	2.119	-0.689	2.23	91	2.119	0.689	-0.143
 16:00:24.023	COM10_9600_00	-0.117	2.067	-0.715	2.19	93.9	2.067	0.715	-0.117
 16:00:24.175	COM10_9600_00	-0.091	2.028	-0.715	2.15	93.3	2.028	0.715	-0.091
 16:00:24.328	COM10_9600_00	-0.13	2.119	-0.702	2.24	92.4	2.119	0.702	-0.13
 16:00:24.479	COM10_9600_00	-0.104	2.054	-0.689	2.17	93.6	2.054	0.689	-0.104
 16:00:24.631	COM10_9600_00	-0.13	2.041	-0.741	2.18	92.9	2.041	0.741	-0.13
 16:00:24.784	COM10_9600_00	-0.078	2.054	-0.715	2.18	93.6	2.054	0.715	-0.078
 16:00:24.938	COM10_9600_00	-0.091	2.106	-0.676	2.21	92.1	2.106	0.676	-0.091
 16:00:25.091	COM10_9600_00	-0.052	2.08	-0.702	2.2	92.5	2.08	0.702	-0.052
 16:00:25.243	COM10_9600_00	-0.104	2.145	-0.754	2.28	91.3	2.145	0.754	-0.104
 16:00:25.396	COM10_9600_00	-0.078	2.054	-0.767	2.19	92.8	2.054	0.767	-0.078
 16:00:25.549	COM10_9600_00	-0.104	2.054	-0.702	2.17	92.1	2.054	0.702	-0.104
 16:00:25.701	COM10_9600_00	-0.078	2.054	-0.702	2.17	92.8	2.054	0.702	-0.078
 16:00:25.853	COM10_9600_00	-0.039	2.08	-0.715	2.2	92.1	2.08	0.715	-0.039
 16:00:26.005	COM10_9600_00	-0.117	2.106	-0.715	2.23	91	2.106	0.715	-0.117
 16:00:26.157	COM10_9600_00	-0.078	2.054	-0.689	2.17	93.2	2.054	0.689	-0.078
 16:00:26.310	COM10_9600_00	-0.13	2.132	-0.715	2.25	92	2.132	0.715	-0.13
 16:00:26.463	COM10_9600_00	-0.104	2.054	-0.702	2.17	93.6	2.054	0.702	-0.104
 16:00:26.615	COM10_9600_00	-0.117	2.041	-0.754	2.18	92.9	2.041	0.754	-0.117
 16:00:26.767	COM10_9600_00	-0.117	2.093	-0.728	2.22	93.1	2.093	0.728	-0.117
 16:00:26.921	COM10_9600_00	-0.091	2.015	-0.689	2.13	93.3	2.015	0.689	-0.091
 16:00:27.074	COM10_9600_00	-0.143	2.106	-0.702	2.22	92.4	2.106	0.702	-0.143
 16:00:27.227	COM10_9600_00	-0.091	2.041	-0.741	2.17	94	2.041	0.741	-0.091
 16:00:27.380	COM10_9600_00	-0.117	2.054	-0.702	2.17	92.5	2.054	0.702	-0.117
 16:00:27.533	COM10_9600_00	-0.13	2.106	-0.715	2.23	93.1	2.106	0.715	-0.13
 16:00:27.686	COM10_9600_00	-0.13	2.054	-0.715	2.18	93.6	2.054	0.715	-0.13
 16:00:27.839	COM10_9600_00	-0.143	2.054	-0.741	2.19	93.6	2.054	0.741	-0.143
 16:00:27.991	COM10_9600_00	-0.091	2.028	-0.702	2.15	94	2.028	0.702	-0.091
 16:00:28.144	COM10_9600_00	-0.091	2.067	-0.806	2.22	92.5	2.067	0.806	-0.091
 16:00:28.297	COM10_9600_00	-0.078	2.08	-0.884	2.26	92.5	2.08	0.884	-0.078
 16:00:28.450	COM10_9600_00	-0.052	2.041	-0.975	2.26	92.1	2.041	0.975	-0.052
 16:00:28.603	COM10_9600_00	0	2.132	-1.092	2.4	91.3	2.132	1.092	0
 16:00:28.757	COM10_9600_00	-0.026	2.106	-1.17	2.41	90	2.106	1.17	-0.026
 16:00:28.910	COM10_9600_00	-0.026	2.132	-1.261	2.48	90.6	2.132	1.261	-0.026
 16:00:29.063	COM10_9600_00	-0.013	2.106	-1.365	2.51	90.7	2.106	1.365	-0.013
 16:00:29.217	COM10_9600_00	0.039	2.158	-1.456	2.6	90.3	2.158	1.456	0.039
 16:00:29.371	COM10_9600_00	0.065	2.184	-1.586	2.7	88.9	2.184	1.586	0.065
 16:00:29.524	COM10_9600_00	0	2.223	-1.625	2.75	88.3	2.223	1.625	0
 16:00:29.677	COM10_9600_00	0.026	2.288	-1.703	2.85	90	2.288	1.703	0.026
 16:00:29.830	COM10_9600_00	0.052	2.262	-1.82	2.9	89.3	2.262	1.82	0.052
 16:00:29.981	COM10_9600_00	0	2.249	-1.872	2.93	88.6	2.249	1.872	0
 16:00:30.134	COM10_9600_00	0.078	2.327	-2.028	3.09	90	2.327	2.028	0.078
 16:00:30.287	COM10_9600_00	0.065	2.327	-2.093	3.13	88	2.327	2.093	0.065
 16:00:30.441	COM10_9600_00	0.039	2.34	-2.184	3.2	88.4	2.34	2.184	0.039
 16:00:30.593	COM10_9600_00	0.065	2.457	-2.288	3.36	89	2.457	2.288	0.065
 16:00:30.745	COM10_9600_00	0	2.418	-2.366	3.38	88.4	2.418	2.366	0
 16:00:30.899	COM10_9600_00	0.065	2.483	-2.483	3.51	90	2.483	2.483	0.065
 16:00:31.051	COM10_9600_00	0.065	2.509	-2.548	3.58	88.5	2.509	2.548	0.065
 16:00:31.203	COM10_9600_00	0.065	2.6	-2.613	3.69	88.5	2.6	2.613	0.065
 16:00:31.356	COM10_9600_00	0.052	2.652	-2.769	3.83	88.5	2.652	2.769	0.052
 16:00:31.508	COM10_9600_00	0.065	2.613	-2.847	3.86	88.8	2.613	2.847	0.065
 16:00:31.662	COM10_9600_00	0.052	2.691	-2.951	3.99	88.6	2.691	2.951	0.052
 16:00:31.814	COM10_9600_00	0.078	2.756	-3.029	4.1	88.9	2.756	3.029	0.078
 16:00:31.966	COM10_9600_00	0.065	2.808	-3.185	4.25	88.4	2.808	3.185	0.065
 16:00:32.118	COM10_9600_00	0.104	2.899	-3.289	4.39	88.7	2.899	3.289	0.104
 16:00:32.272	COM10_9600_00	0.052	2.86	-3.367	4.42	87.9	2.86	3.367	0.052
 16:00:32.424	COM10_9600_00	0.013	2.964	-3.406	4.52	88.9	2.964	3.406	0.013
 16:00:32.577	COM10_9600_00	0.078	3.029	-3.575	4.69	89.7	3.029	3.575	0.078
 16:00:32.730	COM10_9600_00	0.026	3.146	-3.627	4.8	88.5	3.146	3.627	0.026
 16:00:32.881	COM10_9600_00	0.026	3.107	-3.718	4.85	89.5	3.107	3.718	0.026
 16:00:33.033	COM10_9600_00	0.026	3.133	-3.627	4.79	89.5	3.133	3.627	0.026
 16:00:33.186	COM10_9600_00	0.104	3.094	-3.718	4.84	89.5	3.094	3.718	0.104
 16:00:33.339	COM10_9600_00	0.104	3.185	-3.692	4.88	88.1	3.185	3.692	0.104
 16:00:33.491	COM10_9600_00	0.026	3.12	-3.705	4.84	88	3.12	3.705	0.026
 16:00:33.643	COM10_9600_00	0.091	3.107	-3.692	4.83	89.5	3.107	3.692	0.091
 16:00:33.796	COM10_9600_00	0.065	3.094	-3.653	4.79	88.3	3.094	3.653	0.065
 16:00:33.950	COM10_9600_00	0.104	3.12	-3.705	4.84	88.8	3.12	3.705	0.104
 16:00:34.101	COM10_9600_00	0.091	3.12	-3.744	4.87	88	3.12	3.744	0.091
 16:00:34.253	COM10_9600_00	0.065	3.107	-3.679	4.82	88.3	3.107	3.679	0.065
 16:00:34.405	COM10_9600_00	0.013	3.068	-3.679	4.79	88.7	3.068	3.679	0.013
 16:00:34.558	COM10_9600_00	0.052	3.068	-3.679	4.79	89.7	3.068	3.679	0.052
 16:00:34.711	COM10_9600_00	0.065	3.107	-3.705	4.84	89	3.107	3.705	0.065
 16:00:34.862	COM10_9600_00	0.117	3.172	-3.653	4.84	88.8	3.172	3.653	0.117
 16:00:35.015	COM10_9600_00	0.039	3.12	-3.679	4.82	87.8	3.12	3.679	0.039
 16:00:35.169	COM10_9600_00	0.052	3.081	-3.627	4.76	89.2	3.081	3.627	0.052
 16:00:35.324	COM10_9600_00	0.065	3.12	-3.653	4.8	89	3.12	3.653	0.065
 16:00:35.479	COM10_9600_00	0.039	3.068	-3.692	4.8	88.7	3.068	3.692	0.039
 16:00:35.632	COM10_9600_00	0.065	3.107	-3.718	4.85	89.2	3.107	3.718	0.065
 16:00:35.786	COM10_9600_00	0.052	3.133	-3.692	4.84	88.8	3.133	3.692	0.052
 16:00:35.939	COM10_9600_00	0.065	3.12	-3.705	4.84	89	3.12	3.705	0.065
 16:00:36.091	COM10_9600_00	0.065	3.146	-3.692	4.85	88.8	3.146	3.692	0.065
 16:00:36.245	COM10_9600_00	0.052	3.12	-3.744	4.87	88.8	3.12	3.744	0.052
 16:00:36.398	COM10_9600_00	0.026	3.094	-3.666	4.8	89	3.094	3.666	0.026
 16:00:36.550	COM10_9600_00	0.013	3.094	-3.666	4.8	89.5	3.094	3.666	0.013
 16:00:36.702	COM10_9600_00	0.091	3.081	-3.692	4.81	89.7	3.081	3.692	0.091
 16:00:36.857	COM10_9600_00	0.078	3.107	-3.666	4.81	88.3	3.107	3.666	0.078
 16:00:37.011	COM10_9600_00	0.065	3.094	-3.666	4.8	88.5	3.094	3.666	0.065
 16:00:37.163	COM10_9600_00	0.052	3.133	-3.666	4.82	88.8	3.133	3.666	0.052
 16:00:37.316	COM10_9600_00	0.052	3.185	-3.692	4.88	89	3.185	3.692	0.052
 16:00:37.468	COM10_9600_00	0.078	3.133	-3.705	4.85	89	3.133	3.705	0.078
 16:00:37.621	COM10_9600_00	0.065	3.107	-3.666	4.81	88.5	3.107	3.666	0.065
 16:00:37.773	COM10_9600_00	0	3.081	-3.679	4.8	88.7	3.081	3.679	0
 16:00:37.926	COM10_9600_00	-0.104	3.224	-3.64	4.86	90	3.224	3.64	-0.104
 16:00:38.078	COM10_9600_00	-0.195	3.263	-3.575	4.84	91.8	3.263	3.575	-0.195
 16:00:38.230	COM10_9600_00	-0.299	3.302	-3.51	4.83	93.3	3.302	3.51	-0.299
 16:00:38.383	COM10_9600_00	-0.351	3.419	-3.51	4.91	94.9	3.419	3.51	-0.351
 16:00:38.536	COM10_9600_00	-0.442	3.497	-3.432	4.92	95.7	3.497	3.432	-0.442
 16:00:38.688	COM10_9600_00	-0.533	3.549	-3.354	4.91	97	3.549	3.354	-0.533
 16:00:38.841	COM10_9600_00	-0.611	3.627	-3.328	4.96	98.3	3.627	3.328	-0.611
 16:00:38.993	COM10_9600_00	-0.754	3.718	-3.276	5.01	99.3	3.718	3.276	-0.754
